Auth,Applicant,Count,Country,Kind
WO,YIELD10 BIOSCIENCE,1.0,US,F
WO,AICT,0.6666666666666666,KR,U
WO,INSTITUTE FOR BASIC SCIENCE,0.6666666666666666,KR,U
WO,UNIVERSITY OF SEOUL NATIONAL,0.6666666666666666,KR,U
WO,BIOAPPLICATIONS,0.5,KR,F
WO,CANOPY ,0.5,US,F
WO,CARNEGIE INSTITUTION,0.5,US,U
WO,FONDAZIONE EDMUND MACH,0.5,IT,U
WO,"FOWLER, Daniel Kevin",0.5,I,I
WO,KIKKOMAN CORP,0.5,JP,F
WO,SCIENZA BIOTECH 4,0.5,NL,F
WO,UNIVERSITY OF GEORGIA,0.5,US,U
WO,UNIVERSITY OF HOKKAIDO,0.5,JP,U
WO,UNIVERSITY OF KYUNG HEE,0.5,KR,U
WO,UNIVERSITY OF LELAND STANFORD JUNIOR,0.5,US,U
WO,UNIVERSITY OF PUSAN,0.5,KR,U
WO,UNIVERSITY OF WAGENINGE,0.5,DE,U
WO,ALORA INNOVATIONS,0.3333333333333333,US,F
WO,HORNBY RORY JAMES,0.3333333333333333,I,I
WO,"MARGALIT, IDO",0.3333333333333333,I,I
WO,"SHERMAN, Tal",0.3333333333333333,I,I
WO,YOUNG LUKE,0.3333333333333333,I,I
WO,RIKEN,0.25,JP,U
WO,UNIVERSITY OF HIROSHIMA,0.25,JP,U
WO,UNIVERSITY OF TSUKUBA,0.25,JP,U
WO,UNIVERSITY OF UTSUNOMIYA,0.25,JP,U
WO,"ANDREASSON, ERIK",0.2,I,I
WO,KONAKALLA NAGA CHARAN,0.2,I,I
WO,"LENMAN, MARIT",0.2,I,I
WO,PHUONG KIEU NAM,0.2,I,I
WO,ZAHID MUHAMMAD AWAIS,0.2,I,I
UY,PAIRWISE PLANTS SERVICES,7.0,US,F
UY,BAYER,2.0,DE,F
UY,BASF,1.0,DE,F
UY,BETTERSEEDS,1.0,IL,F
UY,CELLECTIS,1.0,US,F
UY,SOUND AGRICULTURE ,1.0,US,F
UY,SWETREE TECH,1.0,SE,F
UY,UNIVERSITY OF CALIFORNIA,1.0,US,U
US,CHARPENTIER EMMANUELLE,45.5,I,I
US,UNIVERSITY OF CALIFORNIA,38.5,US,U
US,CORTEVA,16.0,US,F
US,INARI,13.0,US,F
US,SYNGENTA,11.0,CH,F
US,PAIRWISE PLANTS SERVICES,9.5,US,F
US,CHINESE ACADEMIES&UNIVERSITIES,6.0,CN,U
US,KWS,5.0,DE,F
US,BAYER,3.5,DE,F
US,BENSON HILL,2.0,US,F
US,CERES,2.0,US,F
US,FLAGSHIP PIV,2.0,US,F
US,JP TOBACCO,2.0,JP,F
US,QINGDAO KCC,2.0,CN,F
US,UNIVERSITY OF MINNESOTA,2.0,US,U
US,COLD SPRING HARBOR LABORATORY,1.75,US,U
US,CANOPY ,1.5,US,F
US,BETTERSEEDS,1.0,IL,F
US,CANOPY,1.0,CA,F
US,NARO,1.0,JP,U
US,RURAL DEV AGRICULTURAL RESEARCH ORG,1.0,IS,U
US,SAKATA,1.0,JP,F
US,SUZHOU QI BB,1.0,CN,F
US,TROPIC BIOSCIENCES,1.0,UK,F
US,UNIVERSITY OF ARIZONA,1.0,US,U
US,UNIVERSITY OF ARKANSAS,1.0,US,U
US,UNIVERSITY OF BRIGHAM YOUNG ,1.0,US,U
US,UNIVERSITY OF FLORIDA,1.0,US,U
US,VIRGINIA POLYTECHNIC INSTITUTE,1.0,US,U
US,BROAD INSTITUTE,0.5,US,U
US,"FOWLER, Daniel Kevin",0.5,I,I
US,MIT,0.5,US,U
US,UNIVERSITY OF GEORGIA,0.5,US,U
US,LEMMON ZACHARY HARTFORD,0.25,I,I
US,"Lippman, Zachary",0.25,I,I
US,"Soyk, Sebastian",0.25,I,I
TW,BROAD INSTITUTE,0.5,US,U
TW,MIT,0.5,US,U
SI,CIBUS,1.0,US,F
SG,INARI,1.0,US,F
RU,CANOPY,1.0,CA,F
RS,CIBUS,1.0,US,F
PT,CIBUS,1.0,US,F
PT,UNIVERSITY OF OSAKA,1.0,JP,U
PL,CIBUS,1.0,US,F
PH,CHINESE ACADEMIES&UNIVERSITIES,1.0,CN,U
PH,QINGDAO KCC,1.0,CN,F
PH,SYNGENTA,1.0,CH,F
PH,COLD SPRING HARBOR LABORATORY,0.5,US,U
PH,UNIVERSITY OF GEORGIA,0.5,US,U
PE,QINGDAO KCC,2.0,CN,F
NZ,CIBUS,3.0,US,F
MX,PAIRWISE PLANTS SERVICES,9.0,US,F
MX,SYNGENTA,5.0,CH,F
MX,CORTEVA,4.0,US,F
MX,BETTERSEEDS,3.0,IL,F
MX,BAYER,2.0,DE,F
MX,INSTITUTE FOR BASIC SCIENCE,2.0,KR,U
MX,BASF,1.0,DE,F
MX,CANOPY,1.0,CA,F
MX,CERES,1.0,US,F
MX,CHI BOTANIC,1.0,US,F
MX,CTC,1.0,BR,F
MX,QINGDAO KCC,1.0,CN,F
MX,UNIVERSITY OF CALIFORNIA,1.0,US,U
MX,UNIVERSITY OF GEORGIA,1.0,US,U
MX,UNIVERSITY OF OSAKA,1.0,JP,U
LT,CIBUS,1.0,US,F
KR,REPUBLIC OF KR,16.5,KR,U
KR,UNIVERSITY OF GYEONGSANG NATIONAL,11.0,KR,U
KR,UNIVERSITY OF SEOUL NATIONAL,9.5,KR,U
KR,UNIVERSITY OF KYUNG HEE,6.833333333333333,KR,U
KR,CHINESE ACADEMIES&UNIVERSITIES,6.0,CN,U
KR,UNIVERSITY OF SEJONG,6.0,KR,U
KR,CIBUS,5.0,US,F
KR,SYNGENTA,5.0,CH,F
KR,HANKYONG IND ACADEMIC,3.5,KR,U
KR,TOOLGEN,3.5,KR,F
KR,TROPIC BIOSCIENCES,3.0,UK,F
KR,UNIVERSITY OF DONG A,3.0,KR,U
KR,UNIVERSITY OF KYUNGPOOK,3.0,KR,U
KR,KT&G,2.0,KR,F
KR,LG CHEM,2.0,KR,F
KR,UNIVERSITY OF JEONBUK,2.0,KR,U
KR,UNIVERSITY OF PUSAN,2.0,KR,U
KR,NATIONAL INSTITUTE OF FOREST SCIENCE,1.5,KR,U
KR,RES INST OF BIOSCIENCE & BIOTECH,1.5,KR,U
KR,BASF,1.0,DE,F
KR,BAYER,1.0,DE,F
KR,CANOPY,1.0,CA,F
KR,CORTEVA,1.0,US,F
KR,EASYTEM,1.0,KR,F
KR,EMPYREAN NEUROSCIENCE,1.0,US,F
KR,GFLAS LIFE SCIENCES,1.0,KR,F
KR,GREENGENE,1.0,KR,F
KR,KEYGENE,1.0,NL,F
KR,PHILIP MORRIS,1.0,US,F
KR,POSTECH RESEARCH & BUSINESS DEV FOUND,1.0,KR,U
KR,QINGDAO KCC,1.0,CN,F
KR,UNIVERSITY OF CALIFORNIA,1.0,US,U
KR,UNIVERSITY OF CHONNAM,1.0,KR,U
KR,UNIVERSITY OF COLUMBIA,1.0,US,U
KR,UNIVERSITY OF HANKYUNG,1.0,KR,U
KR,AICT,0.6666666666666666,KR,U
KR,INSTITUTE FOR BASIC SCIENCE,0.6666666666666666,KR,U
KR,ADVANCED INSTITUTE OF SCIENCE & TECH,0.5,KR,U
KR,BIOAPPLICATIONS,0.5,KR,F
KR,CLONE,0.5,KR,F
KR,COLD SPRING HARBOR LABORATORY,0.5,US,U
KR,UNIVERSITY OF GEORGIA,0.5,US,U
KR,ALORA INNOVATIONS,0.3333333333333333,US,F
KR,HORNBY RORY JAMES,0.3333333333333333,I,I
KR,UNIVERSITY OF HALLYM,0.3333333333333333,KR,U
KR,YOUNG LUKE,0.3333333333333333,I,I
JP,CHINESE ACADEMIES&UNIVERSITIES,7.0,CN,U
JP,BROAD INSTITUTE,5.416666666666666,US,U
JP,MIT,5.416666666666666,US,U
JP,CIBUS,5.0,US,F
JP,HARVARD,3.166666666666666,US,U
JP,UNIVERSITY OF OSAKA,3.0,JP,U
JP,KWS,2.0,DE,F
JP,Roche,2.0,CH,F
JP,TOOLGEN,2.0,KR,F
JP,UNIVERSITY OF SEOUL,2.0,KR,U
JP,ARBOR BIOTECHNOLOGIES,1.0,US,F
JP,BAYER,1.0,DE,F
JP,BENSON HILL,1.0,US,F
JP,CANOPY,1.0,CA,F
JP,CORTEVA,1.0,US,F
JP,DANZIGER INNOVATIONS,1.0,IS,F
JP,GUANGZHOU RIBOBIO,1.0,CN,F
JP,INSTITUTE FOR BASIC SCIENCE,1.0,KR,U
JP,LOGOMIX,1.0,JP,F
JP,MERCK,1.0,DE,F
JP,PIVOT BIO,1.0,US,F
JP,NARO,0.5,JP,U
JP,ROCKEFELLER UNIVERSITY,0.5,US,U
JP,TOKYO INSTITUTE OF TECHNOLOGY,0.5,JP,U
JP,EDITAS MEDICINE,0.25,US,F
JP,UNIVERSITY OF IOWA,0.25,US,U
IL,CANOPY ,1.5,US,F
IL,CANOPY,0.5,CA,F
HU,CIBUS,1.0,US,F
HR,CIBUS,1.0,US,F
HK,CANOPY,1.0,CA,F
GB,ELSOMS,2.0,UK,F
FI,KEYGENE,1.0,NL,F
FI,UNIVERSITY OF OSAKA,1.0,JP,U
ES,KWS,2.0,DE,F
ES,CIBUS,1.0,US,F
ES,FUTURAGENE ISRAEL,1.0,IL,F
ES,KEYGENE,1.0,NL,F
ES,UNIVERSITY OF OSAKA,1.0,JP,U
EP,CORTEVA,11.0,US,F
EP,CHINESE ACADEMIES&UNIVERSITIES,10.0,CN,U
EP,BAYER,9.0,DE,F
EP,KWS,8.0,DE,F
EP,PAIRWISE PLANTS SERVICES,7.0,US,F
EP,INARI,6.0,US,F
EP,KEYGENE,5.5,NL,F
EP,SYNGENTA,5.0,CH,F
EP,CIBUS,4.0,US,F
EP,BETTERSEEDS,3.0,IL,F
EP,UNIVERSITY OF OSAKA,3.0,JP,U
EP,FLAGSHIP PIV,2.0,US,F
EP,FUTURAGENE ISRAEL,2.0,IL,F
EP,MAMMOTH BIOSCIENCES,2.0,US,F
EP,NARO,2.0,JP,U
EP,QINGDAO KCC,2.0,CN,F
EP,SUZHOU QI BB,2.0,CN,F
EP,TROPIC BIOSCIENCES,2.0,UK,F
EP,UNIVERSITY OF CALIFORNIA,2.0,US,U
EP,UNIVERSITY OF TEL AVIV,2.0,IS,U
EP,COLD SPRING HARBOR LABORATORY,1.5,US,U
EP,AIST,1.0,JP,U
EP,BASF,1.0,DE,F
EP,BENSON HILL,1.0,US,F
EP,CANOPY,1.0,CA,F
EP,CERES,1.0,US,F
EP,CSIRO,1.0,AU,U
EP,EDIVITE SRL,1.0,IT,F
EP,ELSOMS,1.0,UK,F
EP,GFLAS LIFE SCIENCES,1.0,KR,F
EP,GRA&GREEN,1.0,JP,F
EP,GUANGDONG SB,1.0,CN,F
EP,INSTITUTE SEATTLE CHILDRENS HOSPITAL,1.0,US,U
EP,JP TOBACCO,1.0,JP,F
EP,KANEKA CORP,1.0,JP,F
EP,LIMAGRAIN,1.0,FR,F
EP,LOGOMIX,1.0,JP,F
EP,PHILIP MORRIS,1.0,US,F
EP,PILLARGO,1.0,US,F
EP,RJ REYNOLDS TOBACCO,1.0,US,F
EP,SPOTLIGHT THERAPEUTICS,1.0,US,F
EP,SWETREE TECH,1.0,SE,F
EP,TOOLGEN,1.0,KR,F
EP,UNIVERSITY OF FLORIDA,1.0,US,U
EP,UNIVERSITY OF JERUSALEM,1.0,IS,U
EP,UNIVERSITY OF KOBE ,1.0,JP,U
EP,UNIVERSITY OF MARYLAND,1.0,US,U
EP,UNIVERSITY OF MINNESOTA,1.0,US,U
EP,AICT,0.6666666666666666,KR,U
EP,INSTITUTE FOR BASIC SCIENCE,0.6666666666666666,KR,U
EP,UNIVERSITY OF SEOUL NATIONAL,0.6666666666666666,KR,U
EP,DLF,0.5,DK,F
EP,FLORIMOND DESPREZ,0.5,FR,F
EP,FONDAZIONE EDMUND MACH,0.5,IT,U
EP,KIKKOMAN CORP,0.5,JP,F
EP,SCIENZA BIOTECH 4,0.5,NL,F
EP,UNIVERSITY OF GEORGIA,0.5,US,U
EP,UNIVERSITY OF HOKKAIDO,0.5,JP,U
EP,UNIVERSITY OF WAGENINGE,0.5,DE,U
EP,ALORA INNOVATIONS,0.3333333333333333,US,F
EP,HORNBY RORY JAMES,0.3333333333333333,I,I
EP,YOUNG LUKE,0.3333333333333333,I,I
EP,"ANDREASSON, ERIK",0.2,I,I
EP,KONAKALLA NAGA CHARAN,0.2,I,I
EP,"LENMAN, MARIT",0.2,I,I
EP,PHUONG KIEU NAM,0.2,I,I
EP,ZAHID MUHAMMAD AWAIS,0.2,I,I
EC,TROPIC BIOSCIENCES,1.0,UK,F
EA,CHINESE ACADEMIES&UNIVERSITIES,1.0,CN,U
DK,KWS,2.0,DE,F
DK,CIBUS,1.0,US,F
DK,KEYGENE,1.0,NL,F
DK,UNIVERSITY OF OSAKA,1.0,JP,U
CR,SYNGENTA,1.0,CH,F
CR,COLD SPRING HARBOR LABORATORY,0.5,US,U
CR,UNIVERSITY OF GEORGIA,0.5,US,U
CO,BAYER,1.0,DE,F
CO,BETTERSEEDS,1.0,IL,F
CO,CTC,1.0,BR,F
CO,JP TOBACCO,1.0,JP,F
CO,QINGDAO KCC,1.0,CN,F
CO,SYNGENTA,1.0,CH,F
CO,TROPIC BIOSCIENCES,1.0,UK,F
CO,COLD SPRING HARBOR LABORATORY,0.5,US,U
CO,UNIVERSITY OF GEORGIA,0.5,US,U
CN,CHINESE ACADEMIES&UNIVERSITIES,507.5,CN,U
CN,BAYER,16.0,DE,F
CN,CHINA TOBACCO YUNNAN INDUSTRIAL,10.0,CN,F
CN,SHANDONG SB,9.0,CN,F
CN,SYNGENTA,7.0,CH,F
CN,CORTEVA,6.5,US,F
CN,KWS,6.0,DE,F
CN,WEIMI BIOTECHNOLOGY,4.5,CN,F
CN,CHENGDUI PLANT SERVICE,4.0,CN,F
CN,CIBUS,4.0,US,F
CN,CHINA NATIONAL SEED GROUP ,3.5,CN,F
CN,PAIRWISE PLANTS SERVICES,3.0,US,F
CN,QINGDAO QINGYUAN COMPOUND,3.0,CN,F
CN,SUZHOU QIHE SHENGKE BIOTECHNOLOGY,3.0,CN,F
CN,SINOBIOWAY BA,2.5,CN,F
CN,TIANJIN GENOVO,2.5,CN,F
CN,BEIDAHUANG KENFENG,2.0,CN,F
CN,BENSON HILL,2.0,US,F
CN,FOSHAN SHUCHUANG TECHNOLOGY,2.0,CN,F
CN,HAINAN BOLIAN RICE GENE TECHNOLOGY,2.0,CN,F
CN,HAINAN BOLIAN TECHNOLOGY,2.0,CN,F
CN,INARI,2.0,US,F
CN,JP TOBACCO,2.0,JP,F
CN,ZHEJIANG MEIZHIAO SEED,2.0,CN,F
CN,AICT,1.0,KR,U
CN,ANHUI JINPEIYIN TECHNOLOGY,1.0,CN,F
CN,BAOSHAN HUADA WAT,1.0,CN,F
CN,BASF,1.0,DE,F
CN,BEIJING DA BEI NONG,1.0,CN,F
CN,CANOPY,1.0,CA,F
CN,CHENGDU JIGU GENE TECHNOLOGY,1.0,CN,F
CN,CHINESE TOBACCO INDUSTRY,1.0,CN,F
CN,CSIRO,1.0,AU,U
CN,CTC,1.0,BR,F
CN,ELSOMS,1.0,UK,F
CN,FUTURAGENE ISRAEL,1.0,IL,F
CN,GFLAS LIFE SCIENCES,1.0,KR,F
CN,GUANGDONG SB,1.0,CN,F
CN,"HANLEY, Brian, P.",1.0,I,I
CN,HONGDA GREEN,1.0,CN,F
CN,IMPROVED VARIETY,1.0,CN,F
CN,INSTITUTE FOR BASIC SCIENCE,1.0,KR,U
CN,KANEKA CORP,1.0,JP,F
CN,KEYGENE,1.0,NL,F
CN,LUMAPHADE,1.0,CN,F
CN,NARO,1.0,JP,U
CN,PHILIP MORRIS,1.0,US,F
CN,PILLARGO,1.0,US,F
CN,QINGDAO QINGYUAN SEED SCIENCE,1.0,CN,F
CN,SHANDONG JIURUI AGRICULTURAL GROUP,1.0,CN,F
CN,THE BRILLIANT SEEDS,1.0,CN,F
CN,TROPIC BIOSCIENCES,1.0,UK,F
CN,UNIVERSITY OF MINNESOTA,1.0,US,U
CN,UNIVERSITY OF OSAKA,1.0,JP,U
CN,UNIVERSITY OF SEOUL NATIONAL,1.0,KR,U
CN,WUHAN AIDIJING BIOTECHNOLOGY,1.0,CN,F
CN,WUHAN EDGENE BIO-TECH,1.0,CN,F
CN,WUHAN YIKANG GENE TECHNOLOGY,1.0,CN,F
CN,YANGZHOU JIHE AGRICULTURAL TECHNOLOGY,1.0,CN,F
CN,YOULIANG SEED,1.0,CN,F
CN,ZHONGJIA SOURCE SPECIES,1.0,CN,F
CN,BROAD INSTITUTE,0.6666666666666666,US,U
CN,HARVARD,0.6666666666666666,US,U
CN,MIT,0.6666666666666666,US,U
CN,BIORAY LABORATORIES,0.5,CN,F
CN,COLD SPRING HARBOR LABORATORY,0.5,US,U
CN,HAINAN AOYU BIOTECHNOLOGY,0.5,CN,F
CN,HANGZHOU RUIFENG BIOTECHNOLOGY,0.5,CN,F
CN,HEFEI FENGLE SEED,0.5,CN,F
CN,HEFEI JIANGU BIOTECHNOLOGY,0.5,CN,F
CN,HENAN QIDU AGRICULTURAL TECHNOLOGY,0.5,CN,F
CN,PENGZHOU XIANGCUN INVESTMENT DEVELOPMENT,0.5,CN,F
CN,SHENZHOU LVPENG AGRICULTURAL SCIENCE & TECHNOLOGY,0.5,CN,F
CN,UNIVERSITY OF GEORGIA,0.5,US,U
CN,WUHAN YUNLIAN AGRICULTURAL TECHNOLOGY,0.5,CN,F
CN,YANTAI XUGENG AGRICULTURAL TECHNOLOGY,0.5,CN,F
CN,BEIJING LINGLONG PUGONGYING TD,0.3333333333333333,CN,F
CN,BEIJING SHOU JIA LI HUA SCI-TECH,0.3333333333333333,CN,F
CN,CHANGZHOU XINMI BIOTECHNOLOGY,0.3333333333333333,CN,F
CN,HUNAN LONGPING HI-TECH SEED SCIENC,0.3333333333333333,CN,F
CN,XINJIANG WEIHUA MODERN SEED INDUSTRY TECHNOLOGY,0.3333333333333333,CN,F
CN,YUAN LONGPING HIGH-TECH AGRICULTURE,0.3333333333333333,CN,F
CL,CORTEVA,4.0,US,F
CL,CIBUS,3.0,US,F
CL,FUTURAGENE ISRAEL,2.0,IL,F
CL,QINGDAO KCC,2.0,CN,F
CL,SYNGENTA,2.0,CH,F
CL,BASF,1.0,DE,F
CL,BAYER,1.0,DE,F
CL,CANOPY,1.0,CA,F
CL,CHINESE ACADEMIES&UNIVERSITIES,1.0,CN,U
CL,COLD SPRING HARBOR LABORATORY,1.0,US,U
CL,SOUND AGRICULTURE ,1.0,US,F
CL,SWETREE TECH,1.0,SE,F
CL,UNIVERSITY OF GEORGIA,1.0,US,U
CL,KIKKOMAN CORP,0.5,JP,F
CL,UNIVERSITY OF HOKKAIDO,0.5,JP,U
CL,"ANDREASSON, ERIK",0.2,I,I
CL,KONAKALLA NAGA CHARAN,0.2,I,I
CL,"LENMAN, MARIT",0.2,I,I
CL,PHUONG KIEU NAM,0.2,I,I
CL,ZAHID MUHAMMAD AWAIS,0.2,I,I
CA,CORTEVA,13.0,US,F
CA,INARI,12.0,US,F
CA,KWS,7.0,DE,F
CA,PAIRWISE PLANTS SERVICES,6.5,US,F
CA,CHINESE ACADEMIES&UNIVERSITIES,6.0,CN,U
CA,BAYER,5.5,DE,F
CA,BETTERSEEDS,4.0,IL,F
CA,CIBUS,4.0,US,F
CA,SYNGENTA,4.0,CH,F
CA,FUTURAGENE ISRAEL,2.0,IL,F
CA,NARO,2.0,JP,U
CA,QINGDAO KCC,2.0,CN,F
CA,COLD SPRING HARBOR LABORATORY,1.5,US,U
CA,BASF,1.0,DE,F
CA,"BERMAN, James",1.0,I,I
CA,CANOPY,1.0,CA,F
CA,CERES,1.0,US,F
CA,DANZIGER INNOVATIONS,1.0,IS,F
CA,ELSOMS,1.0,UK,F
CA,GUANGDONG SB,1.0,CN,F
CA,KEYGENE,1.0,NL,F
CA,LIFEEDIT THERAPEUTICS,1.0,US,F
CA,RJ REYNOLDS TOBACCO,1.0,US,F
CA,RUMAFEED,1.0,IL,F
CA,SPOTLIGHT THERAPEUTICS,1.0,US,F
CA,TROPIC BIOSCIENCES,1.0,UK,F
CA,UNIVERSITY OF CALIFORNIA,1.0,US,U
CA,UNIVERSITY OF LEEDS,1.0,UK,U
CA,UNIVERSITY OF MINNESOTA,1.0,US,U
CA,UNIVERSITY OF NORTH CAROLINA STATE,1.0,US,U
CA,UNIVERSITY OF OSAKA,1.0,JP,U
CA,AICT,0.6666666666666666,KR,U
CA,INSTITUTE FOR BASIC SCIENCE,0.6666666666666666,KR,U
CA,UNIVERSITY OF SEOUL NATIONAL,0.6666666666666666,KR,U
CA,CANOPY ,0.5,US,F
CA,CEA,0.5,FR,U
CA,CNRS,0.5,FR,U
CA,"FOWLER, Daniel Kevin",0.5,I,I
CA,UNIVERSITY OF GEORGIA,0.5,US,U
BR,INARI,10.0,US,F
BR,KWS,7.0,DE,F
BR,CHINESE ACADEMIES&UNIVERSITIES,6.0,CN,U
BR,CORTEVA,6.0,US,F
BR,BAYER,3.0,DE,F
BR,SYNGENTA,3.0,CH,F
BR,CIBUS,2.0,US,F
BR,FUTURAGENE ISRAEL,2.0,IL,F
BR,BETTERSEEDS,1.0,IL,F
BR,CANOPY,1.0,CA,F
BR,CERES,1.0,US,F
BR,CTC,1.0,BR,F
BR,JP TOBACCO,1.0,JP,F
BR,KEYGENE,1.0,NL,F
BR,NARO,1.0,JP,U
BR,PAIRWISE PLANTS SERVICES,1.0,US,F
BR,PHILIP MORRIS,1.0,US,F
BR,QINGDAO KCC,1.0,CN,F
BR,SUZHOU QI BB,1.0,CN,F
BR,SWETREE TECH,1.0,SE,F
BR,UNIVERSITY OF CALIFORNIA,1.0,US,U
BR,UNIVERSITY OF MINNESOTA,1.0,US,U
BR,UNIVERSITY OF OSAKA,1.0,JP,U
BR,AICT,0.6666666666666666,KR,U
BR,INSTITUTE FOR BASIC SCIENCE,0.6666666666666666,KR,U
BR,UNIVERSITY OF SEOUL NATIONAL,0.6666666666666666,KR,U
BR,COLD SPRING HARBOR LABORATORY,0.5,US,U
BR,UNIVERSITY OF GEORGIA,0.5,US,U
BR,"ANDREASSON, ERIK",0.2,I,I
BR,KONAKALLA NAGA CHARAN,0.2,I,I
BR,"LENMAN, MARIT",0.2,I,I
BR,PHUONG KIEU NAM,0.2,I,I
BR,ZAHID MUHAMMAD AWAIS,0.2,I,I
AU,CHINESE ACADEMIES&UNIVERSITIES,7.0,CN,U
AU,CORTEVA,6.0,US,F
AU,BAYER,5.5,DE,F
AU,SYNGENTA,5.0,CH,F
AU,CIBUS,4.0,US,F
AU,KWS,4.0,DE,F
AU,KEYGENE,2.0,NL,F
AU,QINGDAO KCC,2.0,CN,F
AU,TROPIC BIOSCIENCES,2.0,UK,F
AU,COLD SPRING HARBOR LABORATORY,1.5,US,U
AU,PAIRWISE PLANTS SERVICES,1.5,US,F
AU,AICT,1.0,KR,U
AU,BASF,1.0,DE,F
AU,BETTERSEEDS,1.0,IL,F
AU,CANOPY,1.0,CA,F
AU,CSIRO,1.0,AU,U
AU,CTC,1.0,BR,F
AU,GRA&GREEN,1.0,JP,F
AU,GUANGDONG SB,1.0,CN,F
AU,INARI,1.0,US,F
AU,INSTITUTE FOR BASIC SCIENCE,1.0,KR,U
AU,INSTITUTE SEATTLE CHILDRENS HOSPITAL,1.0,US,U
AU,MAMMOTH BIOSCIENCES,1.0,US,F
AU,NARO,1.0,JP,U
AU,SPOTLIGHT THERAPEUTICS,1.0,US,F
AU,SUZHOU QI BB,1.0,CN,F
AU,UNIVERSITY OF OSAKA,1.0,JP,U
AU,UNIVERSITY OF SEOUL NATIONAL,1.0,KR,U
AU,UNIVERSITY OF GEORGIA,0.5,US,U
AU,ALORA INNOVATIONS,0.3333333333333333,US,F
AU,HORNBY RORY JAMES,0.3333333333333333,I,I
AU,YOUNG LUKE,0.3333333333333333,I,I
AU,"ANDREASSON, ERIK",0.2,I,I
AU,KONAKALLA NAGA CHARAN,0.2,I,I
AU,"LENMAN, MARIT",0.2,I,I
AU,PHUONG KIEU NAM,0.2,I,I
AU,ZAHID MUHAMMAD AWAIS,0.2,I,I
AR,PAIRWISE PLANTS SERVICES,16.0,US,F
AR,CHINESE ACADEMIES&UNIVERSITIES,8.0,CN,U
AR,CORTEVA,5.0,US,F
AR,BAYER,4.0,DE,F
AR,QINGDAO KCC,3.0,CN,F
AR,SYNGENTA,3.0,CH,F
AR,KWS,2.0,DE,F
